sentence,label
"By far the strongest association was between alcohol intake and an increased risk of breast cancer. Of the other 17 intakes examined, higher intakes of fruit and fibre were associated with lower risks of breast cancer, but it is unclear whether or not these associations are causal.",1
This study demonstrated a significant association between using zolpidem and suicide or suicide attempt in people with or without comorbid psychiatric illnesses (all P<.05).,2
"Current azithromycin use was associated with an increased risk of ventricular arrhythmia when compared with nonuse of antibiotics, but not when compared with current amoxicillin use.",2
"The Stockholm and Helsinki CT scores provide more information on the damage sustained, and give a more accurate outcome prediction, than earlier classification systems",1
Adolescent and young adult lesbians may be less likely to initiate HPV vaccination than their heterosexual counterparts.,1
"Using within-individual models, there was an overall association between SSRIs and violent crime convictions (hazard ratio [HR] = 1.19, 95% CI 1.08–1.32, p < 0.001, absolute risk = 1.0%).",2
Our results support the potential beneficial effect of GPi DBS on disabling tic reduction and improvement of quality of life.,2
"Utilizing individual-level (March Current Population Survey) and country-level data (the United Nations Human Development Reports), we show that among immigrants who have resided in the U.S. between 6 and 20 years, self-reported health is more favorable for the immigrants in the former category (i.e., greater income inequality) than those in the latter (i.e., lower income inequality).",1
I observed a significantly decreasing trend in adjusted hazard ratios of suicide with increasing parity.,1
"A visit to the emergency department was associated with more than a
threefold increased risk of acute infection among elderly people",1
Significant heart rate variability reduction and blood pressure elevation were observed in association with exposure to air pollution.,0
"Cognitive function deficits resulting from indoor thermal conditions during HWs extend
beyond vulnerable populations.",3
"Two-way interaction tests suggested that in young and middle adulthood, individuals were more likely to drink alcohol when they used a firearm or hanging (compared with poisoning), but in older adulthood, the reverse was true, with alcohol use more likely with poisoning.",1
"Maximum BMIs in the overweight (25.0 to 29.9 kg/m2) (multivariate hazard ratio (HR), 1.06; 95% confidence interval (CI), 1.03 – 1.08), obese I (30.0 to 34.9 kg/m2), (HR, 1.24; 95% CI, 1.20 – 1.29), and obese II (≥ 35.0 kg/m2) (HR, 1.73; 95% CI, 1.66 – 1.80) categories were associated with increases in risk of all-cause mortality.",2
"CHD incidence in women increases progressively with BMI, an association consistently seen in different subgroups.",3
This study shows that an inexpensive intervention to improve drinking water’s convenience by providing cups can increase student water consumption,3
"Despite baseline differences in healthy food purchases, a simple color-coded labeling and choice architecture intervention improved food and beverage choices among employees from all racial and socioeconomic backgrounds",2
Moderate alcohol consumption is not associated with reduced all-cause mortality in older  adults.,0
"African American men with higher general trust in the medical system were more likely to report better medication adherence (odds ratio [OR] = 1.06), and those with higher self-efficacy were more likely to report better medication adherence and hypertension control (OR = 1.08 and OR = 1.06, respectively).",1
